Time(s),Type,X,Y,Z,Magnitude
186.201,ACCL,-5.666667,-8.997602,2.784173,10.991796
186.202,GYRO,-0.086262,-0.146965,0.152290,0.228543
186.203,GYRO,-0.079872,-0.143770,0.151225,0.223424
186.205,GYRO,-0.079872,-0.142705,0.152290,0.223465
186.206,GYRO,-0.077742,-0.142705,0.151225,0.221985
186.206,ACCL,-5.613909,-9.177458,2.767386,11.108561
186.207,GYRO,-0.080937,-0.139510,0.141640,0.214653
186.208,GYRO,-0.077742,-0.138445,0.132055,0.206518
186.209,GYRO,-0.072417,-0.136315,0.121406,0.196381
186.211,GYRO,-0.064963,-0.135250,0.116081,0.189704
186.211,ACCL,-5.575540,-9.189448,2.743405,11.093191
186.212,GYRO,-0.057508,-0.129925,0.112886,0.181469
186.213,GYRO,-0.055378,-0.136315,0.107561,0.182258
186.214,GYRO,-0.054313,-0.135250,0.100106,0.176816
186.216,GYRO,-0.051118,-0.128860,0.101171,0.171621
186.216,ACCL,-5.575540,-8.956835,2.640288,10.875783
186.217,GYRO,-0.043663,-0.128860,0.099042,0.168288
186.218,GYRO,-0.030884,-0.125666,0.093717,0.159776
186.219,GYRO,-0.023429,-0.123536,0.094782,0.157460
186.221,GYRO,-0.009585,-0.118211,0.100106,0.155200
186.221,ACCL,-5.561151,-8.743405,2.616307,10.687310
186.222,GYRO,0.005325,-0.111821,0.108626,0.155987
186.223,GYRO,0.024494,-0.108626,0.108626,0.155561
186.224,GYRO,0.045793,-0.105431,0.111821,0.160364
186.225,GYRO,0.072417,-0.099042,0.116081,0.168903
186.226,ACCL,-5.587530,-8.779376,2.697842,10.750642
186.227,GYRO,0.087327,-0.099042,0.122471,0.180095
186.228,GYRO,0.103301,-0.095847,0.123536,0.187400
186.229,GYRO,0.123536,-0.091587,0.127796,0.199952
186.230,GYRO,0.136315,-0.091587,0.122471,0.204864
186.231,ACCL,-5.784173,-9.021583,2.712230,11.054492
186.232,GYRO,0.140575,-0.091587,0.120341,0.206474
186.233,GYRO,0.148030,-0.092652,0.112886,0.207943
186.234,GYRO,0.158679,-0.093717,0.102236,0.210747
186.235,GYRO,0.166134,-0.091587,0.095847,0.212545
186.236,ACCL,-6.031175,-9.117506,2.776978,11.278989
186.237,GYRO,0.170394,-0.093717,0.088392,0.213612
186.238,GYRO,0.181044,-0.094782,0.078807,0.219023
186.239,GYRO,0.189563,-0.099042,0.073482,0.226149
186.240,GYRO,0.206603,-0.101171,0.067093,0.239628
186.241,ACCL,-6.189448,-8.932854,2.752998,11.210894
186.241,GYRO,0.223642,-0.097977,0.064963,0.252657
186.243,GYRO,0.247071,-0.097977,0.060703,0.272633
186.244,GYRO,0.264111,-0.090522,0.058573,0.285271
186.245,GYRO,0.282215,-0.084132,0.061768,0.300897
186.246,ACCL,-6.299760,-8.604317,2.532374,10.960573
186.246,GYRO,0.300319,-0.082002,0.061768,0.317382
186.248,GYRO,0.315229,-0.082002,0.060703,0.331328
186.249,GYRO,0.326944,-0.076677,0.066028,0.342244
186.250,GYRO,0.326944,-0.069223,0.068158,0.341071
186.251,ACCL,-6.479616,-8.474820,2.381295,10.930625
186.251,GYRO,0.325879,-0.064963,0.064963,0.338581
186.253,GYRO,0.324814,-0.062833,0.060703,0.336358
186.254,GYRO,0.310969,-0.067093,0.058573,0.323472
186.255,GYRO,0.291800,-0.068158,0.048988,0.303632
186.256,ACCL,-6.599520,-8.431655,2.436451,10.981018
186.256,GYRO,0.276890,-0.061768,0.037274,0.286134
186.258,GYRO,0.259851,-0.063898,0.029819,0.269248
186.259,GYRO,0.240682,-0.068158,0.022364,0.251144
186.260,GYRO,0.218317,-0.071353,0.020234,0.230571
186.261,ACCL,-6.407674,-7.815348,2.381295,10.383088
186.261,GYRO,0.193823,-0.073482,0.021299,0.208376
186.262,GYRO,0.166134,-0.077742,0.027689,0.185502
186.264,GYRO,0.143770,-0.076677,0.033014,0.166250
186.265,GYRO,0.123536,-0.076677,0.039404,0.150642
186.265,ACCL,-6.275779,-7.115108,2.184652,9.735650
186.266,GYRO,0.105431,-0.072417,0.048988,0.136967
186.267,GYRO,0.089457,-0.064963,0.058573,0.125114
186.269,GYRO,0.072417,-0.058573,0.074547,0.119300
186.270,GYRO,0.055378,-0.052183,0.099042,0.124896
186.270,ACCL,-6.194245,-6.745803,2.016787,9.377737
186.271,GYRO,0.037274,-0.044728,0.117146,0.130817
186.272,GYRO,0.020234,-0.038339,0.132055,0.138989
186.274,GYRO,-0.005325,-0.034079,0.151225,0.155108
186.275,GYRO,-0.023429,-0.030884,0.160809,0.165416
186.275,ACCL,-6.177458,-7.071942,2.141487,9.631164
186.276,GYRO,-0.036209,-0.024494,0.168264,0.173850
186.277,GYRO,-0.053248,-0.020234,0.178914,0.187763
186.278,GYRO,-0.067093,-0.018104,0.183174,0.195913
186.280,GYRO,-0.074547,-0.015974,0.190628,0.205309
186.280,ACCL,-6.189448,-7.513189,2.517986,10.054727
186.281,GYRO,-0.080937,-0.019169,0.191693,0.208961
186.282,GYRO,-0.094782,-0.015974,0.194888,0.217302
186.283,GYRO,-0.107561,-0.019169,0.201278,0.229019
186.285,GYRO,-0.119276,-0.028754,0.207668,0.241204
186.285,ACCL,-6.223022,-7.659472,2.741007,10.242394
186.286,GYRO,-0.124601,-0.027689,0.216187,0.251056
186.287,GYRO,-0.126731,-0.029819,0.226837,0.261543
186.288,GYRO,-0.120341,-0.034079,0.233227,0.264647
186.290,GYRO,-0.116081,-0.037274,0.237487,0.266953
186.290,ACCL,-6.311751,-8.011990,2.880096,10.598355
186.291,GYRO,-0.104366,-0.039404,0.247071,0.271089
186.292,GYRO,-0.082002,-0.040469,0.250266,0.266449
186.293,GYRO,-0.063898,-0.039404,0.264111,0.274573
186.295,GYRO,-0.057508,-0.038339,0.270501,0.279191
186.295,ACCL,-6.462830,-8.585132,2.774580,11.098241
186.296,GYRO,-0.043663,-0.037274,0.274760,0.280694
186.297,GYRO,-0.035144,-0.036209,0.276890,0.281451
186.298,GYRO,-0.033014,-0.034079,0.277955,0.281976
186.299,GYRO,-0.025559,-0.036209,0.271565,0.275158
186.300,ACCL,-6.673861,-9.381295,2.824940,11.854510
186.301,GYRO,-0.017039,-0.037274,0.264111,0.267272
186.302,GYRO,-0.009585,-0.031949,0.252396,0.254591
186.303,GYRO,0.003195,-0.036209,0.238552,0.241305
186.304,GYRO,0.015974,-0.040469,0.221512,0.225744
186.305,ACCL,-6.625899,-9.860911,3.067146,12.269780
186.306,GYRO,0.029819,-0.046858,0.210863,0.218055
186.307,GYRO,0.042599,-0.051118,0.201278,0.211992
186.308,GYRO,0.057508,-0.054313,0.191693,0.207373
186.309,GYRO,0.069223,-0.058573,0.178914,0.200581
186.310,ACCL,-6.611511,-9.827338,2.976019,12.212508
186.311,GYRO,0.077742,-0.063898,0.182109,0.208063
186.312,GYRO,0.085197,-0.067093,0.174654,0.205582
186.313,GYRO,0.097977,-0.070288,0.170394,0.208744
186.314,GYRO,0.113951,-0.071353,0.159744,0.208792
186.315,ACCL,-6.810552,-9.860911,2.817746,12.311006
186.315,GYRO,0.126731,-0.075612,0.153355,0.212827
186.317,GYRO,0.144835,-0.077742,0.150160,0.222641
186.318,GYRO,0.160809,-0.080937,0.140575,0.228412
186.319,GYRO,0.173589,-0.075612,0.143770,0.237740
186.320,ACCL,-6.920863,-9.930456,2.577938,12.375704
186.320,GYRO,0.193823,-0.074547,0.132055,0.246096
186.322,GYRO,0.220447,-0.071353,0.126731,0.264100
186.323,GYRO,0.236422,-0.066028,0.115016,0.271079
186.324,GYRO,0.254526,-0.066028,0.103301,0.282514
186.325,ACCL,-7.124700,-10.079137,2.395683,12.573371
186.325,GYRO,0.266241,-0.062833,0.087327,0.287155
186.327,GYRO,0.275825,-0.064963,0.071353,0.292217
186.328,GYRO,0.281150,-0.068158,0.059638,0.295377
186.329,GYRO,0.286475,-0.064963,0.044728,0.297134
186.330,ACCL,-7.256595,-9.776978,2.191847,12.371405
186.330,GYRO,0.287540,-0.064963,0.025559,0.295893
186.332,GYRO,0.291800,-0.069223,0.012780,0.300170
186.333,GYRO,0.294995,-0.069223,0.002130,0.303015
186.334,GYRO,0.296060,-0.066028,-0.007455,0.303425
186.335,ACCL,-7.227818,-8.988010,1.860911,11.682836
186.335,GYRO,0.293930,-0.063898,-0.011715,0.301023
186.336,GYRO,0.289670,-0.061768,-0.008520,0.296305
186.338,GYRO,0.286475,-0.058573,-0.007455,0.292497
186.339,GYRO,0.282215,-0.051118,-0.003195,0.286825
186.339,ACCL,-7.268585,-8.211031,1.438849,11.060002
186.340,GYRO,0.274760,-0.043663,0.001065,0.278210
186.341,GYRO,0.268371,-0.037274,0.002130,0.270955
186.343,GYRO,0.255591,-0.029819,0.004260,0.257360
186.344,GYRO,0.233227,-0.018104,0.009585,0.234125
186.344,ACCL,-7.242206,-7.618705,1.153477,10.574721
186.345,GYRO,0.212993,-0.008520,0.020234,0.214121
186.346,GYRO,0.197018,-0.008520,0.025559,0.198852
186.348,GYRO,0.175719,0.001065,0.031949,0.178603
186.349,GYRO,0.162939,0.011715,0.037274,0.167558
186.349,ACCL,-7.148681,-7.172662,1.196643,10.197189
186.350,GYRO,0.149095,0.018104,0.040469,0.155547
186.351,GYRO,0.141640,0.028754,0.051118,0.153303
186.352,GYRO,0.138445,0.037274,0.062833,0.156539
186.354,GYRO,0.144835,0.046858,0.076677,0.170447
186.354,ACCL,-7.002398,-6.707434,1.470024,9.807355
186.355,GYRO,0.157614,0.056443,0.090522,0.190322
186.356,GYRO,0.169329,0.063898,0.107561,0.210534
186.357,GYRO,0.175719,0.075612,0.128860,0.230650
186.359,GYRO,0.179979,0.086262,0.151225,0.250404
186.359,ACCL,-6.834532,-6.417266,1.681055,9.524604
186.360,GYRO,0.185304,0.088392,0.169329,0.266126
186.361,GYRO,0.194888,0.099042,0.192758,0.291456
186.362,GYRO,0.199148,0.104366,0.214058,0.310440
186.364,GYRO,0.202343,0.112886,0.236422,0.331030
186.364,ACCL,-6.767386,-6.755396,1.985612,9.766040
186.365,GYRO,0.209798,0.118211,0.251331,0.348075
186.366,GYRO,0.211928,0.120341,0.265176,0.360157
186.367,GYRO,0.211928,0.123536,0.276890,0.369922
186.368,GYRO,0.211928,0.129925,0.281150,0.375286
186.369,ACCL,-6.709832,-7.431655,2.386091,10.292948
186.370,GYRO,0.206603,0.128860,0.284345,0.374355
186.371,GYRO,0.199148,0.126731,0.292865,0.376152
186.372,GYRO,0.200213,0.130990,0.290735,0.376524
186.373,GYRO,0.198083,0.133120,0.296060,0.380275
186.374,ACCL,-6.527578,-7.985612,2.863309,10.704102
186.375,GYRO,0.199148,0.129925,0.296060,0.379726
186.376,GYRO,0.205538,0.128860,0.301384,0.386889
186.377,GYRO,0.218317,0.126731,0.303514,0.394771
186.378,GYRO,0.230032,0.127796,0.305644,0.403317
186.379,ACCL,-6.407674,-8.424460,3.443645,11.130522
186.380,GYRO,0.244941,0.126731,0.310969,0.415643
186.381,GYRO,0.265176,0.121406,0.315229,0.429449
186.382,GYRO,0.282215,0.117146,0.319489,0.442088
186.383,GYRO,0.302449,0.110756,0.321619,0.455172
186.384,ACCL,-6.381295,-9.011990,3.947242,11.726791
186.385,GYRO,0.316294,0.103301,0.322684,0.463506
186.386,GYRO,0.328009,0.100106,0.317359,0.467255
186.387,GYRO,0.341853,0.088392,0.313099,0.471919
186.388,GYRO,0.355698,0.079872,0.307774,0.477101
186.389,ACCL,-6.474820,-9.882494,4.340528,12.586785
186.389,GYRO,0.368477,0.069223,0.291800,0.475094
186.391,GYRO,0.381257,0.057508,0.277955,0.475314
186.392,GYRO,0.395101,0.044728,0.255591,0.472686
186.393,GYRO,0.404686,0.034079,0.231097,0.467266
186.394,ACCL,-6.505995,-10.429257,4.558753,13.110286
186.394,GYRO,0.417465,0.019169,0.208733,0.467134
186.396,GYRO,0.428115,0.008520,0.190628,0.468715
186.397,GYRO,0.437700,-0.007455,0.169329,0.469371
186.398,GYRO,0.445154,-0.021299,0.150160,0.470281
186.399,ACCL,-6.426859,-10.242206,4.434053,12.878980
186.399,GYRO,0.446219,-0.030884,0.132055,0.466373
186.401,GYRO,0.447284,-0.043663,0.106496,0.461856
186.402,GYRO,0.448349,-0.057508,0.091587,0.461208
186.403,GYRO,0.443024,-0.063898,0.086262,0.455845
186.404,ACCL,-6.273381,-9.647482,4.074341,12.207763
186.404,GYRO,0.431310,-0.074547,0.073482,0.443830
186.405,GYRO,0.416400,-0.083067,0.061768,0.429074
186.407,GYRO,0.391906,-0.089457,0.055378,0.405783
186.408,GYRO,0.368477,-0.103301,0.048988,0.385806
186.409,ACCL,-5.940048,-9.062350,3.635492,11.429224
186.409,GYRO,0.336528,-0.112886,0.040469,0.357257
186.410,GYRO,0.305644,-0.121406,0.027689,0.330037
186.412,GYRO,0.273695,-0.133120,0.012780,0.304620
186.413,GYRO,0.238552,-0.137380,0.003195,0.275301
186.413,ACCL,-5.460432,-8.386091,3.148681,10.490807
186.414,GYRO,0.207668,-0.146965,-0.003195,0.254430
186.415,GYRO,0.175719,-0.150160,-0.011715,0.231435
186.417,GYRO,0.153355,-0.153355,-0.012780,0.217252
186.418,GYRO,0.132055,-0.150160,-0.011715,0.200309
186.418,ACCL,-4.880096,-7.290168,2.609113,9.152560
186.419,GYRO,0.110756,-0.154420,-0.013845,0.190536
186.420,GYRO,0.099042,-0.155485,-0.004260,0.184399
186.422,GYRO,0.085197,-0.148030,0.010650,0.171128
186.423,GYRO,0.076677,-0.141640,0.028754,0.163610
186.423,ACCL,-4.378897,-6.093525,2.040767,7.776279
186.424,GYRO,0.073482,-0.132055,0.059638,0.162465
186.425,GYRO,0.067093,-0.123536,0.092652,0.168365
186.426,GYRO,0.063898,-0.111821,0.113951,0.171964
186.428,GYRO,0.055378,-0.105431,0.143770,0.186688
186.428,ACCL,-4.086331,-5.649880,1.683453,7.173093
186.429,GYRO,0.045793,-0.092652,0.173589,0.202026
186.430,GYRO,0.040469,-0.085197,0.199148,0.220355
186.431,GYRO,0.035144,-0.074547,0.226837,0.241345
186.433,GYRO,0.029819,-0.064963,0.252396,0.262323
186.433,ACCL,-3.810552,-5.877698,1.565947,7.177731
186.434,GYRO,0.026624,-0.051118,0.277955,0.283868
186.435,GYRO,0.023429,-0.042599,0.304579,0.308435
186.436,GYRO,0.014909,-0.033014,0.323749,0.325769
186.438,GYRO,0.002130,-0.015974,0.336528,0.336914
186.438,ACCL,-3.796163,-6.544365,1.565947,7.726044
186.439,GYRO,-0.006390,-0.008520,0.353568,0.353728
186.440,GYRO,-0.007455,0.000000,0.368477,0.368553
186.441,GYRO,-0.008520,0.013845,0.379127,0.379475
186.442,GYRO,-0.015974,0.025559,0.395101,0.396249
186.443,ACCL,-3.870504,-7.256595,1.803357,8.419683
186.444,GYRO,-0.018104,0.035144,0.407881,0.409792
186.445,GYRO,-0.013845,0.044728,0.422790,0.425375
186.446,GYRO,-0.014909,0.056443,0.436635,0.440520
186.447,GYRO,-0.011715,0.069223,0.449414,0.454865
186.448,ACCL,-3.954436,-8.153477,2.290168,9.346744
186.449,GYRO,-0.001065,0.076677,0.462194,0.468512
186.450,GYRO,0.010650,0.079872,0.473908,0.480710
186.451,GYRO,0.022364,0.087327,0.480298,0.488684
186.452,GYRO,0.025559,0.091587,0.479233,0.488575
186.453,ACCL,-4.124700,-9.453237,2.937650,10.724115
186.454,GYRO,0.033014,0.095847,0.481363,0.491922
186.455,GYRO,0.041534,0.101171,0.477103,0.489478
186.456,GYRO,0.047923,0.099042,0.466454,0.479255
186.457,GYRO,0.053248,0.102236,0.458999,0.473252
186.458,ACCL,-4.417266,-10.877698,3.580336,12.274174
186.458,GYRO,0.062833,0.094782,0.439830,0.454292
186.460,GYRO,0.064963,0.091587,0.418530,0.433331
186.461,GYRO,0.072417,0.085197,0.391906,0.407546
186.462,GYRO,0.080937,0.075612,0.362087,0.378649
186.463,ACCL,-4.657074,-11.812950,4.199041,13.374082
186.463,GYRO,0.088392,0.074547,0.333333,0.352819
186.465,GYRO,0.096912,0.066028,0.300319,0.322402
186.466,GYRO,0.102236,0.053248,0.274760,0.297961
186.467,GYRO,0.115016,0.046858,0.254526,0.283210
186.468,ACCL,-4.721823,-11.824940,4.582734,13.532415
186.468,GYRO,0.122471,0.038339,0.231097,0.264338
186.470,GYRO,0.133120,0.028754,0.209798,0.250126
186.471,GYRO,0.133120,0.020234,0.191693,0.234258
186.472,GYRO,0.132055,0.008520,0.159744,0.207435
186.473,ACCL,-4.872902,-11.717026,4.832134,13.578785
186.473,GYRO,0.137380,-0.005325,0.136315,0.193607
186.475,GYRO,0.137380,-0.014909,0.117146,0.181160
186.476,GYRO,0.135250,-0.024494,0.095847,0.167568
186.477,GYRO,0.124601,-0.037274,0.073482,0.149380
186.478,ACCL,-4.916067,-11.431655,4.997602,13.409939
186.478,GYRO,0.113951,-0.051118,0.054313,0.136190
186.479,GYRO,0.102236,-0.066028,0.028754,0.125055
186.481,GYRO,0.082002,-0.083067,0.001065,0.116729
186.482,GYRO,0.062833,-0.100106,-0.029819,0.121895
186.482,ACCL,-4.865707,-10.836930,4.949640,12.869076
186.483,GYRO,0.040469,-0.117146,-0.054313,0.135317
186.484,GYRO,0.013845,-0.134185,-0.074547,0.154126
186.486,GYRO,-0.009585,-0.156550,-0.095847,0.183810
186.487,GYRO,-0.043663,-0.170394,-0.120341,0.213126
186.487,ACCL,-4.594724,-9.690647,4.573141,11.659064
186.488,GYRO,-0.068158,-0.182109,-0.137380,0.238081
186.489,GYRO,-0.092652,-0.193823,-0.155485,0.265193
186.491,GYRO,-0.112886,-0.206603,-0.167199,0.288762
186.492,GYRO,-0.136315,-0.218317,-0.174654,0.311044
186.492,ACCL,-4.151079,-7.932854,4.117506,9.854719
186.493,GYRO,-0.155485,-0.225772,-0.167199,0.321098
186.494,GYRO,-0.161874,-0.233227,-0.159744,0.325755
186.495,GYRO,-0.168264,-0.240682,-0.150160,0.329831
186.497,GYRO,-0.178914,-0.244941,-0.134185,0.331681
186.497,ACCL,-3.868106,-6.376499,3.575540,8.270820
186.498,GYRO,-0.184239,-0.244941,-0.118211,0.328503
186.499,GYRO,-0.186368,-0.250266,-0.096912,0.326739
186.500,GYRO,-0.183174,-0.250266,-0.072417,0.318481
186.502,GYRO,-0.178914,-0.248136,-0.045793,0.309320
186.502,ACCL,-3.767386,-5.484412,3.119904,7.348862
186.503,GYRO,-0.174654,-0.248136,-0.022364,0.304263
186.504,GYRO,-0.169329,-0.248136,0.001065,0.300408
186.505,GYRO,-0.170394,-0.249201,0.023429,0.302794
186.507,GYRO,-0.172524,-0.251331,0.040469,0.307522
186.507,ACCL,-3.717026,-5.103118,2.592326,6.824826
186.508,GYRO,-0.175719,-0.247071,0.062833,0.309628
186.509,GYRO,-0.184239,-0.244941,0.087327,0.318694
186.510,GYRO,-0.199148,-0.243876,0.111821,0.334125
186.512,GYRO,-0.214058,-0.237487,0.135250,0.347150
186.512,ACCL,-3.781775,-4.822542,1.959233,6.434075
186.513,GYRO,-0.227902,-0.228967,0.156550,0.358989
186.514,GYRO,-0.236422,-0.227902,0.171459,0.370449
186.515,GYRO,-0.242812,-0.217252,0.194888,0.379654
186.516,GYRO,-0.241747,-0.203408,0.220447,0.385244
186.517,ACCL,-3.707434,-4.673861,1.654676,6.190961
186.518,GYRO,-0.238552,-0.198083,0.253461,0.400483
186.519,GYRO,-0.225772,-0.184239,0.289670,0.410884
186.520,GYRO,-0.218317,-0.173589,0.326944,0.429753
186.521,GYRO,-0.210863,-0.158679,0.364217,0.449774
186.522,ACCL,-3.729017,-5.134293,1.467626,6.513099
186.523,GYRO,-0.197018,-0.144835,0.396166,0.465554
186.524,GYRO,-0.190628,-0.130990,0.423855,0.482857
186.525,GYRO,-0.182109,-0.118211,0.446219,0.496235
186.526,GYRO,-0.173589,-0.101171,0.464324,0.505930
186.527,ACCL,-4.045564,-6.501199,1.618705,7.826390
186.528,GYRO,-0.166134,-0.093717,0.482428,0.518768
186.529,GYRO,-0.159744,-0.087327,0.498403,0.530612
186.530,GYRO,-0.153355,-0.082002,0.497338,0.526865
186.531,GYRO,-0.148030,-0.075612,0.498403,0.525390
186.532,ACCL,-4.383693,-8.139089,1.985612,9.455379
186.532,GYRO,-0.142705,-0.067093,0.493078,0.517679
186.534,GYRO,-0.138445,-0.067093,0.483493,0.507380
186.535,GYRO,-0.135250,-0.061768,0.473908,0.496686
186.536,GYRO,-0.132055,-0.057508,0.464324,0.486151
186.537,ACCL,-4.697842,-9.314149,2.237410,10.669071
186.537,GYRO,-0.127796,-0.054313,0.448349,0.469360
186.539,GYRO,-0.126731,-0.047923,0.431310,0.452090
186.540,GYRO,-0.120341,-0.046858,0.412141,0.431900
186.541,GYRO,-0.112886,-0.043663,0.399361,0.417300
186.542,ACCL,-4.851319,-9.932854,2.537170,11.341698
186.542,GYRO,-0.106496,-0.037274,0.391906,0.407825
186.544,GYRO,-0.093717,-0.036209,0.385517,0.398393
186.545,GYRO,-0.083067,-0.030884,0.380192,0.390384
186.546,GYRO,-0.063898,-0.024494,0.363152,0.369544
186.547,ACCL,-4.932854,-10.558753,2.913669,12.012900
186.547,GYRO,-0.048988,-0.024494,0.351438,0.355680
186.548,GYRO,-0.037274,-0.022364,0.335463,0.338268
186.550,GYRO,-0.024494,-0.019169,0.309904,0.311461
186.551,GYRO,-0.014909,-0.022364,0.285410,0.286673
186.552,ACCL,-5.031175,-11.330935,3.429257,12.863227
186.552,GYRO,-0.006390,-0.030884,0.258786,0.260701
186.553,GYRO,-0.002130,-0.037274,0.231097,0.234093
186.555,GYRO,0.010650,-0.039404,0.200213,0.204331
186.556,GYRO,0.010650,-0.046858,0.172524,0.179091
186.556,ACCL,-5.071942,-11.537170,3.829736,13.171856
186.557,GYRO,0.012780,-0.062833,0.136315,0.150642
186.558,GYRO,0.014909,-0.070288,0.094782,0.118938
186.560,GYRO,0.012780,-0.082002,0.057508,0.100969
186.561,GYRO,0.005325,-0.092652,0.031949,0.098150
186.561,ACCL,-4.940048,-10.841727,3.894484,12.534517
186.562,GYRO,-0.003195,-0.106496,0.000000,0.106544
186.563,GYRO,-0.011715,-0.113951,-0.026624,0.117605
186.565,GYRO,-0.022364,-0.126731,-0.044728,0.136240
186.566,GYRO,-0.030884,-0.137380,-0.069223,0.156904
186.566,ACCL,-4.539568,-9.465228,3.705036,11.132184
186.567,GYRO,-0.035144,-0.140575,-0.073482,0.162469
186.568,GYRO,-0.035144,-0.149095,-0.077742,0.171780
186.569,GYRO,-0.027689,-0.151225,-0.078807,0.172760
186.571,GYRO,-0.018104,-0.157614,-0.076677,0.176209
186.571,ACCL,-4.187050,-8.187050,3.508393,9.842155
186.572,GYRO,-0.014909,-0.160809,-0.073482,0.177431
186.573,GYRO,-0.007455,-0.162939,-0.070288,0.177609
186.574,GYRO,-0.001065,-0.165069,-0.062833,0.176627
186.576,GYRO,0.006390,-0.166134,-0.061768,0.177360
186.576,ACCL,-3.976019,-7.316547,3.412470,8.999196
186.577,GYRO,0.008520,-0.167199,-0.054313,0.176006
186.578,GYRO,0.012780,-0.171459,-0.050053,0.179072
186.579,GYRO,0.018104,-0.177849,-0.045793,0.184540
186.581,GYRO,0.018104,-0.181044,-0.038339,0.185942
186.581,ACCL,-3.834532,-6.611511,3.314149,8.330624
186.582,GYRO,0.018104,-0.190628,-0.039404,0.195498
186.583,GYRO,0.021299,-0.197018,-0.031949,0.200725
186.584,GYRO,0.019169,-0.203408,-0.027689,0.206177
186.585,GYRO,0.011715,-0.210863,-0.014909,0.211713
186.586,ACCL,-3.712230,-5.637890,2.920863,7.355127
186.587,GYRO,0.000000,-0.215122,-0.001065,0.215125
186.588,GYRO,-0.010650,-0.218317,0.015974,0.219160
186.589,GYRO,-0.027689,-0.220447,0.038339,0.225463
186.590,GYRO,-0.043663,-0.222577,0.059638,0.234529
186.591,ACCL,-3.565947,-4.863309,2.513189,6.533290
186.592,GYRO,-0.053248,-0.222577,0.084132,0.243832
186.593,GYRO,-0.055378,-0.219382,0.110756,0.251917
186.594,GYRO,-0.053248,-0.216187,0.142705,0.264456
186.595,GYRO,-0.053248,-0.210863,0.175719,0.279599
186.596,ACCL,-3.472422,-4.633094,2.153477,6.177438
186.597,GYRO,-0.056443,-0.201278,0.210863,0.296920
186.598,GYRO,-0.052183,-0.194888,0.246006,0.318157
186.599,GYRO,-0.046858,-0.187433,0.273695,0.335017
186.600,GYRO,-0.045793,-0.177849,0.303514,0.354751
186.601,ACCL,-3.611511,-5.318945,2.033573,6.743115
186.602,GYRO,-0.046858,-0.168264,0.328009,0.371616
186.603,GYRO,-0.045793,-0.162939,0.342918,0.382412
186.604,GYRO,-0.046858,-0.164004,0.354633,0.393519
186.605,GYRO,-0.041534,-0.158679,0.362087,0.397507
186.606,ACCL,-3.860911,-6.472422,2.280576,7.874002
186.606,GYRO,-0.030884,-0.156550,0.368477,0.401543
186.608,GYRO,-0.028754,-0.159744,0.374867,0.408498
186.609,GYRO,-0.022364,-0.154420,0.382322,0.412935
186.610,GYRO,-0.015974,-0.154420,0.381257,0.411652
186.611,ACCL,-4.134293,-7.374101,2.350120,8.774554
186.611,GYRO,-0.007455,-0.153355,0.379127,0.409036
186.613,GYRO,-0.007455,-0.153355,0.383387,0.412987
186.614,GYRO,-0.008520,-0.151225,0.383387,0.412222
186.615,GYRO,-0.003195,-0.151225,0.384452,0.413137
186.616,ACCL,-4.395683,-8.177458,2.345324,9.575667
186.616,GYRO,0.005325,-0.151225,0.381257,0.410188
186.618,GYRO,0.011715,-0.152290,0.380192,0.409726
186.619,GYRO,0.017039,-0.146965,0.376997,0.404988
186.620,GYRO,0.030884,-0.140575,0.375932,0.402542
186.621,ACCL,-4.633094,-8.990408,2.311751,10.374834
186.621,GYRO,0.039404,-0.138445,0.372737,0.399565
186.622,GYRO,0.046858,-0.138445,0.367412,0.395417
186.624,GYRO,0.052183,-0.132055,0.356763,0.383981
186.625,GYRO,0.055378,-0.123536,0.342918,0.368674
186.626,ACCL,-4.947242,-10.038369,2.402878,11.446304
186.626,GYRO,0.056443,-0.122471,0.323749,0.350711
186.627,GYRO,0.058573,-0.120341,0.297125,0.325877
186.629,GYRO,0.059638,-0.123536,0.269436,0.302346
186.630,GYRO,0.058573,-0.127796,0.240682,0.278729
186.630,ACCL,-5.143885,-10.659472,2.637890,12.126103
186.631,GYRO,0.058573,-0.123536,0.214058,0.253993
186.632,GYRO,0.063898,-0.119276,0.184239,0.228590
186.634,GYRO,0.063898,-0.127796,0.157614,0.212737
186.635,GYRO,0.061768,-0.133120,0.128860,0.195298
186.635,ACCL,-5.206235,-10.577938,2.800959,12.117880
186.636,GYRO,0.063898,-0.129925,0.108626,0.181006
186.637,GYRO,0.070288,-0.135250,0.082002,0.173082
186.638,GYRO,0.069223,-0.139510,0.056443,0.165652
186.640,GYRO,0.067093,-0.143770,0.037274,0.162974
186.640,ACCL,-5.115108,-9.956835,2.719424,11.519468
186.641,GYRO,0.059638,-0.146965,0.017039,0.159517
186.642,GYRO,0.055378,-0.149095,0.001065,0.159051
186.643,GYRO,0.047923,-0.146965,-0.006390,0.154713
186.645,GYRO,0.037274,-0.146965,-0.022364,0.153258
186.645,ACCL,-4.887290,-9.189448,2.575540,10.722172
186.646,GYRO,0.025559,-0.144835,-0.035144,0.151213
186.647,GYRO,0.023429,-0.146965,-0.040469,0.154225
186.648,GYRO,0.024494,-0.145900,-0.047923,0.155510
186.650,GYRO,0.029819,-0.150160,-0.056443,0.163165
186.650,ACCL,-4.685851,-8.429257,2.714628,10.018921
186.651,GYRO,0.041534,-0.150160,-0.060703,0.167206
186.652,GYRO,0.052183,-0.144835,-0.063898,0.166683
