Time(s),Type,X,Y,Z,Magnitude
88.881,GYRO,0.413206,-0.071353,0.149095,0.445038
88.882,ACCL,-9.098321,-2.107914,0.206235,9.341589
88.883,GYRO,0.408946,-0.064963,0.144835,0.438673
88.884,GYRO,0.408946,-0.060703,0.140575,0.436672
88.885,GYRO,0.407881,-0.061768,0.136315,0.434470
88.886,GYRO,0.407881,-0.057508,0.129925,0.431920
88.887,ACCL,-9.170264,-2.201439,0.544365,9.446502
88.888,GYRO,0.413206,-0.056443,0.125666,0.435565
88.889,GYRO,0.418530,-0.058573,0.119276,0.439119
88.890,GYRO,0.417465,-0.059638,0.116081,0.437389
88.891,GYRO,0.414271,-0.064963,0.108626,0.433174
88.892,ACCL,-9.321343,-2.165468,0.750600,9.598963
88.892,GYRO,0.415335,-0.059638,0.107561,0.433162
88.894,GYRO,0.412141,-0.067093,0.102236,0.429899
88.895,GYRO,0.402556,-0.064963,0.096912,0.419122
88.896,GYRO,0.397231,-0.064963,0.091587,0.412796
88.897,ACCL,-9.285372,-2.031175,0.803357,9.538825
88.897,GYRO,0.395101,-0.069223,0.089457,0.410974
88.899,GYRO,0.391906,-0.068158,0.088392,0.407491
88.900,GYRO,0.395101,-0.063898,0.087327,0.409651
88.901,GYRO,0.400426,-0.068158,0.084132,0.414807
88.901,ACCL,-9.098321,-1.887290,0.836930,9.329618
88.902,GYRO,0.404686,-0.069223,0.089457,0.420196
88.904,GYRO,0.417465,-0.061768,0.093717,0.432291
88.905,GYRO,0.429180,-0.057508,0.093717,0.443041
88.906,GYRO,0.443024,-0.057508,0.095847,0.456907
88.906,ACCL,-8.940048,-1.815348,0.899281,9.166714
88.907,GYRO,0.457934,-0.052183,0.094782,0.470542
88.909,GYRO,0.476038,-0.054313,0.093717,0.488206
88.910,GYRO,0.495208,-0.048988,0.095847,0.506771
88.911,GYRO,0.514377,-0.050053,0.099042,0.526211
88.911,ACCL,-8.925659,-1.877698,1.105516,9.187781
88.912,GYRO,0.538871,-0.044728,0.103301,0.550503
88.913,GYRO,0.552716,-0.045793,0.100106,0.563572
88.915,GYRO,0.571885,-0.048988,0.096912,0.582103
88.916,GYRO,0.589989,-0.052183,0.094782,0.599828
88.916,ACCL,-8.935252,-1.918465,1.290168,9.229505
88.917,GYRO,0.610224,-0.050053,0.096912,0.619895
88.918,GYRO,0.625133,-0.054313,0.092652,0.634291
88.920,GYRO,0.644302,-0.053248,0.093717,0.653256
88.921,GYRO,0.658147,-0.054313,0.099042,0.667770
88.921,ACCL,-8.954436,-1.904077,1.354916,9.254363
88.922,GYRO,0.670927,-0.060703,0.093717,0.680154
88.923,GYRO,0.683706,-0.062833,0.095847,0.693245
88.925,GYRO,0.696486,-0.064963,0.095847,0.706045
88.926,GYRO,0.707135,-0.064963,0.097977,0.716840
88.926,ACCL,-8.935252,-1.940048,1.338129,9.240839
88.927,GYRO,0.716720,-0.067093,0.100106,0.726781
88.928,GYRO,0.722045,-0.063898,0.097977,0.731458
88.929,GYRO,0.727370,-0.062833,0.101171,0.737055
88.931,GYRO,0.733759,-0.062833,0.101171,0.743362
88.931,ACCL,-8.916067,-2.052758,1.297362,9.240845
88.932,GYRO,0.740149,-0.062833,0.099042,0.749385
88.933,GYRO,0.753994,-0.058573,0.099042,0.762723
88.934,GYRO,0.761448,-0.061768,0.095847,0.769939
88.936,GYRO,0.772098,-0.064963,0.093717,0.780473
88.936,ACCL,-8.908873,-2.237410,1.441247,9.297914
88.937,GYRO,0.787007,-0.064963,0.090522,0.794855
88.938,GYRO,0.798722,-0.068158,0.086262,0.806253
88.939,GYRO,0.811502,-0.070288,0.084132,0.818873
88.941,GYRO,0.826411,-0.070288,0.079872,0.833232
88.941,ACCL,-9.023981,-2.374101,1.599520,9.467156
88.942,GYRO,0.835996,-0.075612,0.075612,0.842807
88.943,GYRO,0.848775,-0.083067,0.069223,0.855635
88.944,GYRO,0.862620,-0.083067,0.064963,0.869042
88.946,GYRO,0.864750,-0.089457,0.062833,0.871632
88.946,ACCL,-9.203837,-2.424460,1.539568,9.641519
88.947,GYRO,0.870075,-0.094782,0.056443,0.877040
88.948,GYRO,0.872204,-0.096912,0.047923,0.878879
88.949,GYRO,0.870075,-0.100106,0.045793,0.877011
88.950,GYRO,0.863685,-0.102236,0.039404,0.870607
88.951,ACCL,-9.294964,-2.311751,1.275779,9.662720
88.952,GYRO,0.851970,-0.105431,0.037274,0.859278
88.953,GYRO,0.838126,-0.104366,0.036209,0.845374
88.954,GYRO,0.823216,-0.109691,0.028754,0.830990
88.955,GYRO,0.809372,-0.110756,0.027689,0.817384
88.956,ACCL,-9.270983,-2.122302,1.000000,9.563226
88.957,GYRO,0.791267,-0.109691,0.028754,0.799352
88.958,GYRO,0.774228,-0.108626,0.028754,0.782340
88.959,GYRO,0.760383,-0.108626,0.028754,0.768641
88.960,GYRO,0.745474,-0.104366,0.022364,0.753076
88.961,ACCL,-9.227818,-2.002398,0.832134,9.479170
88.962,GYRO,0.725240,-0.099042,0.022364,0.732313
88.963,GYRO,0.710330,-0.104366,0.020234,0.718241
88.964,GYRO,0.696486,-0.102236,0.017039,0.704155
88.965,GYRO,0.681576,-0.095847,0.024494,0.688718
88.966,ACCL,-9.256595,-1.956835,0.800959,9.495014
88.966,GYRO,0.675186,-0.099042,0.020234,0.682712
88.968,GYRO,0.665602,-0.092652,0.014909,0.672185
88.969,GYRO,0.654952,-0.088392,0.014909,0.661058
88.970,GYRO,0.643237,-0.090522,0.015974,0.649772
88.971,ACCL,-9.282974,-1.846523,0.764988,9.495707
88.971,GYRO,0.636848,-0.086262,0.014909,0.642836
88.973,GYRO,0.630458,-0.079872,0.012780,0.635626
88.974,GYRO,0.619808,-0.077742,0.014909,0.624843
88.975,GYRO,0.614483,-0.074547,0.017039,0.619223
88.975,ACCL,-9.326139,-1.721823,0.736211,9.512284
88.976,GYRO,0.611289,-0.070288,0.021299,0.615685
88.978,GYRO,0.610224,-0.064963,0.021299,0.614041
88.979,GYRO,0.603834,-0.059638,0.023429,0.607224
88.980,GYRO,0.598509,-0.058573,0.027689,0.602005
88.980,ACCL,-9.366906,-1.630695,0.772182,9.539097
88.981,GYRO,0.595314,-0.051118,0.031949,0.598358
88.983,GYRO,0.589989,-0.048988,0.029819,0.592770
88.984,GYRO,0.593184,-0.045793,0.036209,0.596050
88.985,GYRO,0.588924,-0.040469,0.038339,0.591557
88.985,ACCL,-9.383693,-1.640288,0.851319,9.563942
88.986,GYRO,0.592119,-0.042599,0.042599,0.595176
88.987,GYRO,0.596379,-0.037274,0.038339,0.598771
88.989,GYRO,0.593184,-0.035144,0.040469,0.595601
88.990,GYRO,0.595314,-0.031949,0.040469,0.597543
88.990,ACCL,-9.388489,-1.707434,1.014388,9.596252
88.991,GYRO,0.592119,-0.030884,0.035144,0.593965
88.992,GYRO,0.594249,-0.029819,0.038339,0.596231
88.994,GYRO,0.593184,-0.033014,0.036209,0.595205
88.995,GYRO,0.587859,-0.035144,0.038339,0.590156
88.995,ACCL,-9.453237,-1.731415,1.182254,9.682934
88.996,GYRO,0.585729,-0.030884,0.037274,0.587726
88.997,GYRO,0.581470,-0.030884,0.036209,0.583414
88.999,GYRO,0.582535,-0.035144,0.036209,0.584716
89.000,GYRO,0.580405,-0.037274,0.031949,0.582477
89.000,ACCL,-9.491607,-1.736211,1.309353,9.737527
89.001,GYRO,0.572950,-0.037274,0.037274,0.575370
89.002,GYRO,0.566560,-0.037274,0.039404,0.569151
89.003,GYRO,0.572950,-0.044728,0.039404,0.576042
89.005,GYRO,0.569755,-0.044728,0.039404,0.572865
89.005,ACCL,-9.522782,-1.738609,1.426859,9.784787
89.006,GYRO,0.563365,-0.044728,0.035144,0.566230
89.007,GYRO,0.561235,-0.051118,0.037274,0.564790
89.008,GYRO,0.550586,-0.050053,0.036209,0.554041
89.010,GYRO,0.542066,-0.054313,0.035144,0.545913
89.010,ACCL,-9.546763,-1.781775,1.470024,9.822238
89.011,GYRO,0.538871,-0.055378,0.035144,0.542848
89.012,GYRO,0.534611,-0.058573,0.031949,0.538759
89.013,GYRO,0.522897,-0.066028,0.030884,0.527953
89.015,GYRO,0.521832,-0.071353,0.030884,0.527592
89.015,ACCL,-9.515588,-1.858513,1.541966,9.817237
89.016,GYRO,0.523962,-0.071353,0.026624,0.529468
89.017,GYRO,0.520767,-0.075612,0.022364,0.526702
89.018,GYRO,0.517572,-0.079872,0.020234,0.524089
89.019,GYRO,0.527157,-0.077742,0.021299,0.533284
89.020,ACCL,-9.460432,-1.836930,1.597122,9.768566
89.021,GYRO,0.532481,-0.077742,0.015974,0.538364
89.022,GYRO,0.533546,-0.083067,0.018104,0.540277
89.023,GYRO,0.548456,-0.086262,0.017039,0.555459
89.024,GYRO,0.559105,-0.089457,0.011715,0.566338
89.025,ACCL,-9.494005,-1.781775,1.599520,9.791288
89.026,GYRO,0.569755,-0.090522,0.011715,0.577020
89.027,GYRO,0.578275,-0.091587,0.012780,0.585622
89.028,GYRO,0.584665,-0.097977,0.010650,0.592913
89.029,GYRO,0.598509,-0.099042,0.008520,0.606708
89.030,ACCL,-9.611511,-1.693046,1.462830,9.868506
89.031,GYRO,0.611289,-0.095847,0.012780,0.618889
89.032,GYRO,0.620873,-0.102236,0.010650,0.629324
89.033,GYRO,0.625133,-0.104366,0.007455,0.633829
89.034,GYRO,0.638978,-0.108626,0.008520,0.648201
89.035,ACCL,-9.707434,-1.640288,1.311751,9.932045
89.036,GYRO,0.651757,-0.105431,0.008520,0.660285
89.037,GYRO,0.654952,-0.107561,0.007455,0.663767
89.038,GYRO,0.652822,-0.109691,0.007455,0.662015
89.039,GYRO,0.661342,-0.113951,0.008520,0.671141
89.040,ACCL,-9.743405,-1.563549,1.122302,9.931676
89.040,GYRO,0.665602,-0.111821,0.005325,0.674950
89.042,GYRO,0.670927,-0.107561,0.006390,0.679524
89.043,GYRO,0.668797,-0.108626,0.007455,0.677602
89.044,GYRO,0.666667,-0.108626,0.008520,0.675512
89.044,ACCL,-9.760192,-1.405276,0.870504,9.899188
89.045,GYRO,0.663472,-0.108626,0.006390,0.672336
89.047,GYRO,0.660277,-0.106496,0.011715,0.668913
89.048,GYRO,0.656017,-0.102236,0.010650,0.664021
89.049,GYRO,0.647497,-0.097977,0.011715,0.654973
89.049,ACCL,-9.757794,-1.270983,0.570743,9.856758
89.050,GYRO,0.643237,-0.092652,0.018104,0.650128
89.052,GYRO,0.633653,-0.092652,0.021299,0.640745
89.053,GYRO,0.628328,-0.086262,0.020234,0.634544
89.054,GYRO,0.625133,-0.080937,0.024494,0.630827
89.054,ACCL,-9.733813,-1.201439,0.347722,9.813841
89.055,GYRO,0.618743,-0.074547,0.025559,0.623742
89.056,GYRO,0.613419,-0.072417,0.027689,0.618299
89.058,GYRO,0.603834,-0.063898,0.034079,0.608161
89.059,GYRO,0.600639,-0.056443,0.034079,0.604247
89.059,ACCL,-9.748201,-1.258993,0.247002,9.832269
89.060,GYRO,0.603834,-0.052183,0.038339,0.607296
89.061,GYRO,0.597444,-0.046858,0.036209,0.600372
89.063,GYRO,0.591054,-0.045793,0.033014,0.593744
89.064,GYRO,0.587859,-0.036209,0.034079,0.589959
89.064,ACCL,-9.786571,-1.304556,0.196643,9.875095
89.065,GYRO,0.585729,-0.029819,0.035144,0.587540
89.066,GYRO,0.577210,-0.023429,0.039404,0.579027
89.068,GYRO,0.569755,-0.015974,0.037274,0.571196
89.069,GYRO,0.559105,-0.010650,0.039404,0.560593
89.069,ACCL,-9.839329,-1.263789,0.160671,9.921460
89.070,GYRO,0.542066,-0.005325,0.043663,0.543848
89.071,GYRO,0.526092,0.004260,0.045793,0.528098
89.073,GYRO,0.503727,0.008520,0.043663,0.505688
89.074,GYRO,0.478168,0.015974,0.046858,0.480724
89.074,ACCL,-9.750600,-1.155875,0.117506,9.819575
89.075,GYRO,0.453674,0.022364,0.052183,0.457213
89.076,GYRO,0.428115,0.027689,0.055378,0.432569
89.077,GYRO,0.400426,0.038339,0.056443,0.406198
89.079,GYRO,0.373802,0.044728,0.060703,0.381331
89.079,ACCL,-9.520384,-1.119904,0.215827,9.588455
89.080,GYRO,0.350373,0.048988,0.063898,0.359505
89.081,GYRO,0.324814,0.057508,0.069223,0.337050
89.082,GYRO,0.301384,0.062833,0.077742,0.317529
89.084,GYRO,0.279020,0.067093,0.082002,0.298459
89.084,ACCL,-9.364508,-1.266187,0.582734,9.467673
89.085,GYRO,0.256656,0.069223,0.084132,0.278823
89.086,GYRO,0.247071,0.073482,0.084132,0.271150
89.087,GYRO,0.242812,0.078807,0.083067,0.268455
89.089,GYRO,0.241747,0.080937,0.086262,0.269134
89.089,ACCL,-9.292566,-1.527578,1.187050,9.491805
89.090,GYRO,0.239617,0.080937,0.087327,0.267569
89.091,GYRO,0.243876,0.080937,0.089457,0.272083
89.092,GYRO,0.247071,0.078807,0.089457,0.274331
89.093,GYRO,0.251331,0.080937,0.084132,0.277122
89.094,ACCL,-9.335731,-1.760192,1.618705,9.637135
89.095,GYRO,0.254526,0.080937,0.084132,0.280022
89.096,GYRO,0.264111,0.079872,0.078807,0.286958
89.097,GYRO,0.274760,0.076677,0.082002,0.296811
89.098,GYRO,0.279020,0.069223,0.083067,0.299239
89.099,ACCL,-9.318945,-1.894484,1.978417,9.713184
89.100,GYRO,0.286475,0.064963,0.080937,0.304695
89.101,GYRO,0.296060,0.062833,0.079872,0.313016
89.102,GYRO,0.308839,0.058573,0.078807,0.324073
89.103,GYRO,0.322684,0.054313,0.078807,0.336579
89.104,ACCL,-9.237410,-1.980815,2.251799,9.712053
89.105,GYRO,0.330138,0.048988,0.077742,0.342688
89.106,GYRO,0.341853,0.048988,0.076677,0.353755
89.107,GYRO,0.355698,0.044728,0.078807,0.367059
89.108,GYRO,0.376997,0.040469,0.072417,0.386016
89.109,ACCL,-9.146283,-2.071942,2.438849,9.689965
89.109,GYRO,0.384452,0.034079,0.072417,0.392694
89.111,GYRO,0.401491,0.027689,0.072417,0.408908
89.112,GYRO,0.413206,0.023429,0.072417,0.420157
89.113,GYRO,0.421725,0.017039,0.069223,0.427708
89.114,ACCL,-9.086331,-2.182254,2.589928,9.696977
89.114,GYRO,0.439830,0.018104,0.071353,0.445947
89.116,GYRO,0.454739,0.008520,0.064963,0.459435
89.117,GYRO,0.463259,0.001065,0.059638,0.467083
89.118,GYRO,0.464324,-0.007455,0.058573,0.468063
89.118,ACCL,-9.059952,-2.249400,2.573141,9.683160
89.119,GYRO,0.473908,-0.009585,0.060703,0.477876
89.121,GYRO,0.481363,-0.013845,0.048988,0.484048
89.122,GYRO,0.483493,-0.022364,0.045793,0.486172
89.123,GYRO,0.484558,-0.027689,0.046858,0.487605
89.123,ACCL,-8.997602,-2.208633,2.450839,9.583398
89.124,GYRO,0.481363,-0.031949,0.042599,0.484299
89.126,GYRO,0.477103,-0.036209,0.039404,0.480095
89.127,GYRO,0.468584,-0.044728,0.040469,0.472450
89.128,GYRO,0.457934,-0.045793,0.040469,0.461994
89.128,ACCL,-8.942446,-2.115108,2.213429,9.451999
89.129,GYRO,0.450479,-0.046858,0.038339,0.454530
89.130,GYRO,0.439830,-0.048988,0.038339,0.444207
89.132,GYRO,0.431310,-0.052183,0.039404,0.436238
89.133,GYRO,0.419595,-0.052183,0.039404,0.424660
89.133,ACCL,-8.894484,-2.081535,1.992806,9.349648
89.134,GYRO,0.407881,-0.057508,0.039404,0.413795
89.135,GYRO,0.396166,-0.056443,0.036209,0.401802
89.137,GYRO,0.383387,-0.060703,0.036209,0.389848
89.138,GYRO,0.373802,-0.059638,0.041534,0.380801
89.138,ACCL,-8.906475,-2.110312,1.707434,9.310963
89.139,GYRO,0.350373,-0.054313,0.036209,0.356402
89.140,GYRO,0.334398,-0.055378,0.033014,0.340557
89.142,GYRO,0.326944,-0.056443,0.035144,0.333636
89.143,GYRO,0.315229,-0.053248,0.030884,0.321183
89.143,ACCL,-8.906475,-2.129496,1.441247,9.270234
89.144,GYRO,0.298190,-0.053248,0.026624,0.304074
89.145,GYRO,0.283280,-0.051118,0.024494,0.288896
89.146,GYRO,0.271565,-0.045793,0.025559,0.276583
89.148,GYRO,0.256656,-0.046858,0.025559,0.262147
89.148,ACCL,-8.947242,-2.038369,1.223022,9.257639
89.149,GYRO,0.236422,-0.042599,0.025559,0.241585
89.150,GYRO,0.210863,-0.038339,0.025559,0.215838
89.151,GYRO,0.186368,-0.033014,0.027689,0.191285
89.153,GYRO,0.156550,-0.024494,0.030884,0.161436
89.153,ACCL,-9.023981,-1.817746,0.860911,9.245410
89.154,GYRO,0.121406,-0.015974,0.033014,0.126824
89.155,GYRO,0.083067,-0.010650,0.034079,0.090415
89.156,GYRO,0.045793,-0.004260,0.038339,0.059875
89.158,GYRO,0.002130,0.005325,0.043663,0.044038
89.158,ACCL,-9.002398,-1.685851,0.604317,9.178805
89.159,GYRO,-0.043663,0.011715,0.042599,0.062116
89.160,GYRO,-0.087327,0.026624,0.050053,0.104116
89.161,GYRO,-0.123536,0.037274,0.056443,0.140841
89.163,GYRO,-0.159744,0.045793,0.059638,0.176556
89.163,ACCL,-8.892086,-1.719424,0.601918,9.076779
89.164,GYRO,-0.192758,0.058573,0.064963,0.211676
89.165,GYRO,-0.230032,0.070288,0.073482,0.251505
89.166,GYRO,-0.266241,0.084132,0.076677,0.289554
89.167,GYRO,-0.297125,0.091587,0.076677,0.320235
89.168,ACCL,-8.875300,-1.870504,0.892086,9.114030
89.169,GYRO,-0.324814,0.100106,0.080937,0.349394
89.170,GYRO,-0.346113,0.110756,0.090522,0.374507
89.171,GYRO,-0.361022,0.119276,0.089457,0.390597
89.172,GYRO,-0.376997,0.128860,0.089457,0.408331
89.173,ACCL,-8.846523,-2.103118,1.429257,9.204719
89.174,GYRO,-0.380192,0.138445,0.096912,0.416058
89.175,GYRO,-0.383387,0.145900,0.102236,0.422758
89.176,GYRO,-0.376997,0.148030,0.105431,0.418515
89.177,GYRO,-0.353568,0.151225,0.108626,0.399598
89.178,ACCL,-8.872902,-2.491607,2.201439,9.475380
89.179,GYRO,-0.332268,0.156550,0.105431,0.382133
89.180,GYRO,-0.301384,0.160809,0.104366,0.357190
89.181,GYRO,-0.265176,0.162939,0.105431,0.328608
89.182,GYRO,-0.224707,0.164004,0.105431,0.297500
89.183,ACCL,-8.980815,-2.848921,2.992806,9.885762
89.183,GYRO,-0.179979,0.170394,0.102236,0.268102
89.185,GYRO,-0.127796,0.170394,0.099042,0.234894
89.186,GYRO,-0.075612,0.175719,0.101171,0.216402
89.187,GYRO,-0.028754,0.179979,0.099042,0.207433
89.187,ACCL,-9.107914,-3.033573,3.474820,10.209360
89.188,GYRO,0.020234,0.188498,0.102236,0.215391
89.190,GYRO,0.059638,0.184239,0.103301,0.219481
89.191,GYRO,0.099042,0.178914,0.099042,0.227219
89.192,GYRO,0.129925,0.172524,0.094782,0.235857
89.192,ACCL,-9.170264,-3.263789,3.937650,10.500054
89.193,GYRO,0.160809,0.170394,0.090522,0.251173
89.195,GYRO,0.189563,0.168264,0.084132,0.267068
89.196,GYRO,0.204473,0.166134,0.077742,0.274688
89.197,GYRO,0.218317,0.150160,0.073482,0.274973
89.197,ACCL,-9.091127,-3.491607,4.443645,10.704480
89.198,GYRO,0.228967,0.140575,0.069223,0.277451
89.199,GYRO,0.237487,0.126731,0.062833,0.276421
89.201,GYRO,0.246006,0.118211,0.054313,0.278286
89.202,GYRO,0.254526,0.101171,0.047923,0.278057
89.202,ACCL,-8.973621,-3.681055,4.894484,10.864254
89.203,GYRO,0.257721,0.085197,0.034079,0.273569
89.204,GYRO,0.256656,0.068158,0.025559,0.266779
89.206,GYRO,0.259851,0.050053,0.021299,0.265483
89.207,GYRO,0.259851,0.038339,0.012780,0.262975
89.207,ACCL,-8.983213,-3.697842,5.076739,10.961087
89.208,GYRO,0.251331,0.028754,0.003195,0.252991
89.209,GYRO,0.240682,0.014909,-0.002130,0.241152
89.211,GYRO,0.228967,0.003195,-0.015974,0.229546
89.212,GYRO,0.209798,-0.010650,-0.025559,0.211617
89.212,ACCL,-9.023981,-3.606715,4.978417,10.919032
89.213,GYRO,0.195953,-0.033014,-0.029819,0.200940
89.214,GYRO,0.173589,-0.043663,-0.038339,0.183056
89.216,GYRO,0.151225,-0.053248,-0.042599,0.165888
89.217,GYRO,0.126731,-0.063898,-0.051118,0.150853
89.217,ACCL,-8.985612,-3.426859,4.820144,10.757247
89.218,GYRO,0.106496,-0.077742,-0.057508,0.143849
89.219,GYRO,0.079872,-0.087327,-0.059638,0.132523
89.220,GYRO,0.059638,-0.101171,-0.067093,0.135254
89.222,GYRO,0.039404,-0.115016,-0.073482,0.142060
89.222,ACCL,-8.805755,-3.196643,4.731415,10.495053
89.223,GYRO,0.023429,-0.123536,-0.071353,0.144572
89.224,GYRO,0.004260,-0.135250,-0.076677,0.155532
89.225,GYRO,-0.011715,-0.146965,-0.079872,0.167677
89.227,GYRO,-0.013845,-0.158679,-0.082002,0.179151
89.227,ACCL,-8.541966,-2.937650,4.443645,10.066825
89.228,GYRO,-0.026624,-0.170394,-0.082002,0.190964
89.229,GYRO,-0.039404,-0.173589,-0.080937,0.195542
89.230,GYRO,-0.047923,-0.181044,-0.082002,0.204445
89.232,GYRO,-0.059638,-0.182109,-0.082002,0.208434
89.232,ACCL,-8.438849,-2.661871,3.848921,9.649555
89.233,GYRO,-0.063898,-0.179979,-0.076677,0.205802
89.234,GYRO,-0.067093,-0.183174,-0.075612,0.209216
89.235,GYRO,-0.063898,-0.183174,-0.074547,0.207829
89.236,GYRO,-0.050053,-0.185304,-0.069223,0.204045
89.237,ACCL,-8.460432,-2.484412,3.412470,9.454954
89.238,GYRO,-0.030884,-0.178914,-0.066028,0.193193
89.239,GYRO,-0.006390,-0.167199,-0.061768,0.178358
89.240,GYRO,0.018104,-0.156550,-0.059638,0.168500
89.241,GYRO,0.048988,-0.149095,-0.052183,0.165385
89.242,ACCL,-8.544365,-2.364508,3.050360,9.375594
89.243,GYRO,0.080937,-0.141640,-0.044728,0.169155
89.244,GYRO,0.113951,-0.127796,-0.042599,0.176440
89.245,GYRO,0.145900,-0.117146,-0.036209,0.190581
89.246,GYRO,0.172524,-0.109691,-0.029819,0.206606
89.247,ACCL,-8.594724,-2.335731,2.884892,9.362026
89.248,GYRO,0.203408,-0.100106,-0.025559,0.228143
89.249,GYRO,0.230032,-0.092652,-0.022364,0.248996
89.250,GYRO,0.251331,-0.082002,-0.012780,0.264679
89.251,GYRO,0.269436,-0.069223,-0.009585,0.278351
89.252,ACCL,-8.688249,-2.390887,2.764988,9.425878
89.253,GYRO,0.281150,-0.064963,-0.006390,0.288628
89.254,GYRO,0.296060,-0.056443,-0.004260,0.301422
89.255,GYRO,0.308839,-0.043663,0.002130,0.311918
89.256,GYRO,0.319489,-0.039404,0.006390,0.321973
89.257,ACCL,-8.834532,-2.508393,2.832134,9.610514
89.257,GYRO,0.328009,-0.030884,0.009585,0.329599
89.259,GYRO,0.331203,-0.026624,0.011715,0.332478
89.260,GYRO,0.340788,-0.019169,0.013845,0.341607
89.261,GYRO,0.353568,-0.013845,0.012780,0.354069
89.261,ACCL,-9.069544,-2.764988,3.055156,9.961715
89.262,GYRO,0.367412,-0.010650,0.012780,0.367789
89.264,GYRO,0.376997,0.001065,0.012780,0.377215
89.265,GYRO,0.395101,0.004260,0.013845,0.395367
89.266,GYRO,0.408946,0.009585,0.011715,0.409226
89.266,ACCL,-9.263789,-3.067146,3.446043,10.348932
89.267,GYRO,0.422790,0.014909,0.007455,0.423119
89.269,GYRO,0.438765,0.013845,0.003195,0.438995
89.270,GYRO,0.453674,0.014909,0.001065,0.453920
89.271,GYRO,0.470714,0.015974,-0.007455,0.471043
89.271,ACCL,-9.419664,-3.386091,4.004796,10.781191
89.272,GYRO,0.486688,0.011715,-0.012780,0.486997
89.273,GYRO,0.494143,0.009585,-0.018104,0.494567
89.275,GYRO,0.502662,0.003195,-0.026624,0.503377
89.276,GYRO,0.510117,-0.005325,-0.035144,0.511354
89.276,ACCL,-9.587530,-3.522782,4.489209,11.157227
89.277,GYRO,0.514377,-0.011715,-0.045793,0.516544
89.278,GYRO,0.519702,-0.020234,-0.056443,0.523149
89.280,GYRO,0.527157,-0.034079,-0.064963,0.532236
89.281,GYRO,0.526092,-0.040469,-0.067093,0.531894
89.281,ACCL,-9.717026,-3.462830,4.741007,11.352927
89.282,GYRO,0.517572,-0.048988,-0.075612,0.525355
89.283,GYRO,0.509052,-0.064963,-0.085197,0.520205
89.285,GYRO,0.494143,-0.075612,-0.091587,0.508215
89.286,GYRO,0.473908,-0.084132,-0.097977,0.491189
89.286,ACCL,-9.805755,-3.242206,4.678657,11.338191
89.287,GYRO,0.452609,-0.101171,-0.105431,0.475612
89.288,GYRO,0.427050,-0.112886,-0.108626,0.454879
89.289,GYRO,0.399361,-0.117146,-0.115016,0.431788
89.291,GYRO,0.372737,-0.133120,-0.125666,0.415266
89.291,ACCL,-9.707434,-2.904077,4.484412,11.080519
89.292,GYRO,0.341853,-0.145900,-0.126731,0.392697
89.293,GYRO,0.313099,-0.152290,-0.127796,0.370884
89.294,GYRO,0.290735,-0.160809,-0.133120,0.357921
89.296,GYRO,0.268371,-0.167199,-0.137380,0.344749
89.296,ACCL,-9.443645,-2.534772,4.263789,10.667118
89.297,GYRO,0.243876,-0.175719,-0.141640,0.332287
89.298,GYRO,0.220447,-0.186368,-0.135250,0.318783
89.299,GYRO,0.207668,-0.185304,-0.130990,0.307607
89.301,GYRO,0.190628,-0.192758,-0.127796,0.299711
89.301,ACCL,-9.177458,-2.127098,3.992806,10.231949
89.302,GYRO,0.176784,-0.197018,-0.123536,0.292113
89.303,GYRO,0.166134,-0.202343,-0.121406,0.288587
89.304,GYRO,0.159744,-0.202343,-0.113951,0.281861
89.306,GYRO,0.158679,-0.205538,-0.111821,0.282717
89.306,ACCL,-9.086331,-1.889688,3.681055,9.984112
89.307,GYRO,0.162939,-0.204473,-0.107561,0.282715
89.308,GYRO,0.164004,-0.202343,-0.102236,0.279808
89.309,GYRO,0.170394,-0.199148,-0.094782,0.278707
89.310,GYRO,0.179979,-0.199148,-0.088392,0.282605
89.311,ACCL,-9.141487,-1.731415,3.244604,9.853529
89.312,GYRO,0.186368,-0.191693,-0.084132,0.280282
89.313,GYRO,0.198083,-0.179979,-0.076677,0.278404
89.314,GYRO,0.207668,-0.174654,-0.069223,0.280039
89.315,GYRO,0.218317,-0.165069,-0.063898,0.281057
89.316,ACCL,-9.160671,-1.678657,2.889688,9.751210
89.317,GYRO,0.236422,-0.151225,-0.054313,0.285857
89.318,GYRO,0.250266,-0.142705,-0.052183,0.292781
89.319,GYRO,0.269436,-0.136315,-0.042599,0.304946
89.320,GYRO,0.285410,-0.120341,-0.035144,0.311730
89.321,ACCL,-9.074341,-1.661871,2.793765,9.639014
89.322,GYRO,0.300319,-0.110756,-0.030884,0.321578
89.323,GYRO,0.315229,-0.102236,-0.018104,0.331888
89.324,GYRO,0.330138,-0.094782,-0.012780,0.343712
89.325,GYRO,0.348243,-0.084132,-0.002130,0.358268
89.326,ACCL,-9.047962,-1.743405,2.868106,9.650446
89.326,GYRO,0.365282,-0.076677,0.009585,0.373366
89.328,GYRO,0.385517,-0.069223,0.011715,0.391857
89.329,GYRO,0.401491,-0.063898,0.015974,0.406858
89.330,GYRO,0.413206,-0.059638,0.021299,0.418030
89.331,ACCL,-9.177458,-2.057554,3.057554,9.889788
89.331,GYRO,0.430245,-0.054313,0.024494,0.434351
89.333,GYRO,0.443024,-0.043663,0.030884,0.446241
89.334,GYRO,0.455804,-0.035144,0.031949,0.458272
89.335,GYRO,0.468584,-0.031949,0.028754,0.470551
